spring1,spring2
-853.92735,1586.50138
1766.23486,1885.83
1647.28051,1821.69686
1027.96228,1512.47556
-937.22676,1421.24564
-121.25685,906.67522
802.11718,3838.03162
-613.35806,1391.4011
-357.83694,1611.85774
-105.20026,1008.27011
-683.64059,1254.36386
800.43492,3980.07304
-897.46488,1869.47534
417.4153,2211.56483
-804.9907,1915.71753
-440.07891,1362.42337
880.32534,3898.32774
-602.3578,1355.53992
1625.30745,1762.28814
864.40251,4019.42762
753.88954,2763.11018
113.22789,988.10732
-175.12876,1396.78671
1451.71872,1787.56954
-619.8007,1865.92408
792.02441,2107.52087
2880.01208,959.13405
-313.75619,1221.55937
2413.54389,1788.0585
2321.80581,1430.22761
-1037.65421,1490.93097
968.59456,2427.50644
-741.57049,1951.90467
836.51753,3491.63132
2459.54089,1587.52823
-950.49436,1541.6997
1241.27757,1742.38588
982.8106,14.1173200000003
237.17612,4264.93965
-1057.32705,1358.66269
1420.63017,2050.14084
1577.88596,1456.40387
-493.66984,1360.19338
1119.25749,1764.82939
1681.99913,1971.46617
267.57013,3786.77495
1426.95366,2025.63621
257.18986,4069.76353
2866.57231,566.82756
2286.7507,1431.86121
188.59172,3528.77746
1482.2671,1959.71366
-61.41789,1405.65354
266.79496,4447.90415
754.41609,2481.33663
2161.21514,1771.33662
-1140.5677,1548.21337
-995.53543,1548.80914
324.69958,2890.63328
1659.0154,1914.41878
325.98693,4491.34186
-912.2115,1304.54505
128.34615,2878.44435
2701.30232,1465.38408
-828.94714,1942.61634
-836.33814,1634.11383
-170.48111,806.28133
-175.48681,1517.13259
-572.06519,1343.03509
1583.08081,2132.11447
289.78682,4451.49066
1269.05627,1687.61628
1330.18171,1850.80937
-156.79411,1486.7587
-379.88107,2019.82175
1563.66544,1770.11691
-716.43948,1931.6181
190.30745,4057.89155
-1079.4887,1677.13513
2484.6206,1771.07733
733.81029,3909.45073
-1066.40894,1778.31878
1687.83838,1660.72842
-344.30326,1664.38424
2175.55568,1893.02933
-46.79524,1909.92373
-1015.64052,1636.53233
1341.36228,1646.32128
-263.36018,899.74238
-1145.66771,1732.6629
781.14966,3797.24241
-690.46981,1135.81607
1194.90376,2105.66755
-996.37478,1595.38587
-845.33218,1468.89498
-1029.45744,1505.66173
-743.16568,1759.46754
-610.52185,1450.99461
-778.77874,1935.2006
1418.75686,2073.88244
867.6745,1964.09728
-845.1263,1206.01901
-844.59572,1903.90937
219.57321,3957.26506
2522.49286,1722.41945
985.80547,22.1286100000002
1860.57317,1959.08618
-755.92772,1619.98421
1276.71118,2056.93411
-12.10639,1290.5917
2783.46395,1365.66834
-387.78969,859.79162
1581.22579,2010.2119
1875.93733,1956.33887
1376.66844,2085.67255
-717.25236,1058.77715
-565.11108,1012.90355
-100.10101,1200.39756
-349.84929,1210.78053
1764.01672,1399.51998
1576.75873,1652.40741
-976.45584,1391.79269
-989.72761,1832.22512
823.75599,3297.0899
2766.9287,296.14104
646.90226,4495.48502
2621.01463,1609.61462
-73.52669,2488.72506
1178.76975,2177.31679
2456.71441,1690.72586
867.31597,2373.72987
1310.0084,1401.45316
1578.76523,1690.61621
1721.95913,1454.2854
365.85086,1357.49317
1298.62996,1653.40724
-778.40079,1908.6372
-163.16103,2365.25596
-579.13758,1318.07911
-1155.07455,1637.81647
-675.69655,1755.56669
652.96996,4597.86204
851.90516,2124.08175
1930.1796,2016.30214
1003.47176,2030.89667
1641.81866,1957.00539
251.0973,4416.46309
784.14232,4230.20601
1607.89318,1452.61246
800.73993,3577.22442
-508.47652,1351.72059
-322.42324,872.42723
1549.62069,1442.07526
1117.29585,1491.98248
1093.87336,1783.18129
2874.7207,874.84742
-105.72696,951.47729
-426.63584,1179.29433
1312.00582,2006.00949
259.52981,4138.22936
1175.82233,1904.89904
1560.48911,1827.18342
817.83926,4186.92364
319.46635,4506.4976
-731.96708,1848.26938
108.27462,1242.5108
-443.59327,864.36441
832.51506,3662.71298
222.73775,3039.78992
-797.9695,1367.0911
2404.70888,1534.2988
808.35173,3867.00125
2750.72569,1438.72499
193.97385,3584.10304
-393.04534,954.35878
177.4617,3669.41558
-173.14549,1449.45978
2876.04249,899.58418
-373.66508,1696.19265
-1150.95168,1758.58991
5.78653,2112.27791
-628.95437,1272.46783
2630.70065,1579.52113
1897.68867,1828.47719
1992.25188,1832.78366
2026.81656,1649.72536
1123.46303,2086.1732
-955.54583,1278.79688
-727.17105,1269.17144
846.19369,3359.52416
848.89015,3503.83875
452.17419,2171.37714
-862.98579,1899.72262
-370.05521,1925.78617
1371.63084,1366.01931
-1131.64254,1792.70961
237.16119,3225.86515
-773.0883,1859.28778
716.2975,4201.19585
196.47808,2812.23153
-149.16966,834.91298
-1173.07423,1660.80783
2475.92915,1696.32932
400.92081,4237.90567
2295.42685,1429.11791
612.88354,2087.67249
-296.15845,940.21996
-1052.30436,1836.37253
2039.15753,1600.18451
1292.49027,2048.8249
-518.11581,2020.84022
-1046.14104,1810.65799
-939.22373,1279.58388
-833.75771,1410.15896
1242.68067,2110.1192
2788.69948,1353.08794
2255.44859,1881.61288
1657.11506,1736.86797
-548.08679,1600.07857
1763.17303,1864.68278
-684.16107,1078.53628
-675.48674,1304.26903
804.98987,4165.37247
2067.64028,1558.90607
-437.59016,1481.52708
2620.68472,1580.55967
1769.02841,2034.52425
1306.61425,2074.33101
1723.79429,1529.13065
864.60256,3731.67402
-736.0104,1183.16568
-742.74254,1426.68057
-90.34932,2168.01653
2772.66202,1467.09008
655.07494,4009.4534
-188.6926,1148.37466
204.66729,4256.23824
-673.89048,1401.48042
-394.73283,930.91207
748.81742,2887.52009
1052.40157,2101.53822
749.61652,4291.94082
2885.84312,820.24237
145.3916,2921.73861
400.2048,2053.12933
1444.19964,1395.12455
1844.06292,1352.93606
406.788,2744.32706
1556.43695,1510.30376
186.13328,2838.68458
1457.213,2038.63561
1688.10599,1358.06606
1762.83926,1783.68208
1408.98084,1707.14118
2183.99884,1920.33889
-1171.38644,1753.14927
797.21745,3723.12586
179.38882,2728.45121
865.82711,3975.7208
-207.11638,943.83978
-533.08144,1017.37995
2812.81595,410.90979
-604.27861,1969.67044
2734.18384,1611.66639
683.83416,2091.52477
1604.18436,1742.13303
-461.32432,1057.97324
-658.24048,1322.89206
813.63373,2141.68539
668.33308,3303.8328
1582.09886,1553.95347
891.61843,3888.23162
-977.23469,1381.16878
-258.22931,1527.08158
231.58445,3942.7995
2148.49096,1369.35012
2317.4161,1866.32409
-163.13996,849.1981
696.9695,4343.64135
1375.71356,1607.34964
1197.02452,2295.61404
2308.61656,1652.49628
-940.88003,1685.10778
1383.55041,1349.2513
824.21046,3763.60568
-1130.10217,1641.03162
1276.67034,1753.1676
-976.754335437802,3568.59260785829
-712.90207,1365.29917
1439.06513,1946.81456
817.98088,3200.98905
1133.51987,1526.56622
-138.6063,1375.49937
-267.66628,842.11001
828.73806,3753.83605
2197.75878,1835.82822
2288.65263,1890.47864
-173.68428,1926.82484
1356.50393,1575.0094
-324.74472,1045.81741
-631.06725,1161.09687
794.24035,4262.0575
-110.93849,823.13759
1010.827,2283.98867
-1064.35543,1785.39308
-966.33955,1861.68369
-1098.15885,1783.92282
1562.79203,1407.15142
2146.08522,1420.44059
780.30682,4003.10821
1465.80377,2105.12227
-577.93056,1169.5817
-769.94559,1191.39589
1061.19944,1928.83317
-19.79397,1073.37491
1265.66949,1368.17357
-1038.3671954378,3494.93786785829
2310.57746,1861.57765
783.80017,2790.74275
785.53863,3541.2316
2516.13937,1773.93024
-903.56337,1471.54269
2032.39977,1709.51555
-777.18433,1944.38868
1495.1169,1713.99299
1471.9534,1799.20686
-469.97984,1386.96279
292.91076,1116.68536
219.63129,3566.20142
1566.44207,2066.71656
184.52679,2787.58161
-988.63144,1392.20255
2835.93077,503.46914
-1045.22686,1843.51596
-856.394,1931.01845
-449.69147,1808.37691
2771.00252,1347.76981
-936.46261,1833.88027
1676.58784,1760.39048
-963.67356,1461.2649
2587.95733,1680.1977
2505.42715,1542.96618
-983.17568,1847.42226
835.28977,4094.76613
86.76395,2110.20067
2813.14934,1287.06833
-940.28015,1493.70291
1285.022,1736.45876
2887.88741,760.50776
506.44526,4353.42875
807.73548,3127.33592
-639.71553,1523.76047
-928.4499,1668.44231
-72.0112,999.15734
1126.80551,2084.67098
-1038.70629,1800.43235
-371.45755,1235.7251
1239.71962,1678.0643
-519.54413,964.70396
-998.15961,1376.29995
1921.00784,1838.94825
-342.05142,1939.91024
-712.48955,1134.32119
980.81922,2102.12995
888.92477,1996.68116
1743.11831,1560.61838
830.66394,3162.27162
345.35317,4502.58289
1590.94774,1787.96558
-212.02893,2045.75045
-1051.346,1853.23964
-821.01309,1312.69666
-343.22778,879.79617
-522.36876,1876.50113
2266.1743,1846.27936
-269.85939,912.24925
-700.42033,1938.74627
-983.6167,1509.20583
-719.54496,1123.80568
1616.53962,1778.0483
1833.10367,1823.39623
565.28225,3272.63936
-736.25281,1277.29466
82.65117,2153.62787
1544.37136,1981.00774
105.24984,990.32254
1818.70246,2013.27299
-1003.6229654378,3515.14596785829
1734.3543,1865.55497
-519.9388,1180.00742
2046.40552,1408.78319
2408.14116,1733.39283
2396.47539,1794.12928
2154.86872,1416.94281
2790.57333,337.85004
2291.71146,1645.0476
1106.5448,2093.63213
256.92058,3079.31043
-521.15516,1449.12926
678.23846,4382.79267
-499.82083,1508.77322
909.07711,2191.34046
829.67398,4098.445
1886.814,1973.19139
203.03988,3990.58801
1759.87607,2079.47944
-809.26776,1577.40656
203.00051,3951.00973
-494.74539,1109.66876
-1026.73692,1784.78303
-570.55882,1058.43846
1346.62753,2193.01317
-1108.80376,1444.23555
-405.77036,1360.28528
-957.44441,1299.31027
1515.88683,1596.5617
767.27516,2460.87481
2635.1714,1652.77955
-664.97629,1839.57085
1782.0508,1642.35013
-1007.61458,1737.78944
-948.10344,1248.52967
1554.70156,1962.593
835.08096,3494.75392
2533.12468,1548.86657
1396.59231,1386.55321
816.12756,3646.94043
-954.41349,1758.79183
96.89723,1426.18541
1900.89926,1426.66721
853.30617,2067.6504
1753.40488,1976.40886
2229.895,1554.64488
-860.51816,1875.25253
-286.6093,778.26885
-275.57022,1130.42885
-944.64397,1392.86489
149.46755,2791.24456
1080.38458,2137.12028
-1049.1373054378,3494.70664785829
-1054.46042,1807.08347
-87.8565,919.26457
-1167.83915,1714.60022
-1147.56781,1625.36091
1780.40459,2020.89454
1955.97781,1857.22933
1283.82884,1364.40433
-796.47154,1308.55988
-37.30926,2538.80329
1527.3272,2059.30149
838.23958,4126.85158
-1022.62332,1820.78569
-700.39961,1515.42174
-84.08973,867.97512
-808.86961,1946.67035
275.83851,4424.39164
244.60245,4243.92554
-1041.7720754378,3502.21684785829
-137.00833,882.89959
-160.35093,1989.58486
1542.44889,2056.9034
2077.49094,1939.53605
2230.50556,1860.01946
-417.49124,1042.82152
1290.51177,1831.26117
971.81431,39.4940500000002
1582.20951,1970.8098
-1.7474,1137.29766
-587.98432,1648.69795
1101.22925,2085.24954
859.17008,2353.89153
-278.80582,1018.32839
213.01148,3934.69343
178.82801,2702.20633
-635.3884,1258.93351
1313.20973,2055.68836
806.55287,3275.17043
-42.96064,1236.84934
-240.94491,2235.71311
-1004.7415654378,3513.73759785829
-1023.6511354378,3496.72530785829
-715.31452,1431.09531
2086.1136,1942.4516
1777.15833,1390.50275
1561.1776,1460.32037
-752.05154,1859.51843
2025.96302,1701.27245
1534.64788,2080.0041
2411.18258,1804.18531
1432.84208,1948.73609
316.48653,4196.56489
-777.17533,1395.13263
252.67825,4053.68942
1632.98684,1482.96867
-639.78631,1962.64477
1647.37227,1912.83152
1409.33379,1717.56899
-544.88831,1970.07714
1771.79322,1600.98815
807.4584,4204.0648
190.14456,2830.45792
-763.53818,1748.0492
-903.28136,1353.2702
304.38807,4304.03194
-1167.32456,1680.81671
-525.02884,1978.21113
-909.78961,1580.77545
-964.21132,1710.83934
289.59454,4513.74793
-1126.89593,1728.12621
1223.58573,1702.94952
2772.58499,1368.71758
2870.11759,590.06474
-8.34771,1177.51852
241.30417,3191.27611
1582.32019,1806.86848
9.14597,896.1929
-876.08164,1900.03809
-1068.18829,1382.84713
8.43108,2169.83594
-235.71253,1472.85901
-549.78453,1011.99198
1739.68189,1683.65427
1782.45805,1719.47543
1093.36999,1629.41605
-193.08357,856.47744
273.90915,3934.26291
1602.02885,1465.58268
-497.2561,902.4034
-508.80902,1822.72681
836.32437,4117.92913
752.49301,2099.00179
-1129.33564,1649.65927
1559.13204,1865.90843
758.9634,2857.92312
660.55161,2597.58236
2539.9407,1745.06605
861.26378,3702.63366
-14.96415,959.80775
1746.44652,1987.09891
-386.83654,971.74507
-58.93232,2052.06875
2391.7136,1742.566
922.0042,3797.71737
2883.02554,1016.62062
-174.03386,1889.99196
-915.5924,1886.26576
-68.64264,1251.49011
-1017.62395,1834.1744
2834.34538,1183.12361
-798.08025,1182.57974
1607.11436,1523.25214
-276.49889,778.12366
178.67045,2733.44196
1670.1742,1759.23869
-1077.96286,1695.68789
832.44401,3296.41541
-1091.51645,1386.11436
1045.88967,2082.89317
2889.04058,933.2133
225.77526,3559.06411
1875.15415,1810.87657
1849.18348,1353.51745
-385.58687,1483.21251
-1033.98168,1869.30036
2000.10763,2011.11656
-985.40737,1409.44475
1733.03188,2006.39552
2359.1427,1632.30988
1783.69119,1774.14135
2154.138,1716.34203
2551.97239,1608.13614
818.3989,3270.05643
843.56087,3221.73167
181.59823,3147.18719
1729.21797,1694.75645
1842.83415,2020.97433
212.20737,3855.14036
650.29606,3440.83713
-706.79006,1447.68627
2630.2158,1659.87802
1704.37824,1369.19003
1163.94336,2088.00153
727.27151,3474.73047
-888.72112,1237.96466
225.45015,2160.26956
1790.05875,2020.79255
802.87925,2168.50241
525.19088,3989.97052
1256.11533,2069.94314
-1158.3309,1773.92177
822.75154,4161.32875
482.65422,2619.13995
2185.82652,1890.82104
-983.91105,1691.93203
2338.94041,1693.04171
431.03086,1538.12926
-938.6459,1241.11702
-1000.35454,1870.99795
1703.92005,1741.12859
1667.01516,2019.17516
-519.45138,994.47828
-981.81033,1430.04642
-336.11456,1482.48592
1874.14143,1889.26051
2798.91184,385.67145
1160.13857,2110.74491
-509.87125,1490.60357
809.63406,3521.82597
1440.45785,1583.70964
1325.293,1822.53191
-910.41563,1300.48743
2329.21099,1799.98836
-750.45869,1295.84818
1639.03719,2034.67836
870.46673,3994.52799
-995.95283,1370.18268
281.31053,4190.00389
1586.85115,1404.83391
708.02234,3794.77004
1266.67666,1810.40011
-845.90083,1262.15504
1845.08043,1979.32976
2127.95769,1571.69856
-278.27066,758.93392
-501.27175,1897.93489
776.88855,3178.83481
-339.67559,1227.28634
2095.9565,1545.81325
52.74896,2029.3122
-542.44021,1504.94207
-563.10261,1008.19093
-1045.03547,1818.21183
178.62106,2710.58469
206.76282,3764.63309
639.72457,4481.96101
2528.08265,1733.3176
2001.47575,1998.36234
-775.18428,1913.01772
722.86882,4321.61702
-1125.0797,1803.19517
2651.09058,1562.67241
-1111.31623,1789.46929
788.30049,2521.37696
1086.99408,2451.60466
-1016.0574,1426.49494
-1012.20595,1789.2127
1217.15894,1938.39249
1784.10752,1386.66987
1413.30004,1800.27411
1537.61589,2040.84083
2078.34578,1479.04429
1474.92799,1973.07181
1588.61767,1563.47349
1316.63137,2057.5152
2034.51963,1537.74558
-299.86737,896.69981
1906.13743,1627.05699
-827.70856,1394.97669
1489.97247,1506.10877
1180.26257,1594.09837
1701.71693,2052.48007
-869.79398,1407.36096
1414.99369,1832.38618
214.95327,4142.52603
-1122.41103,1495.56025
-828.28131,1861.28612
2549.64988,1717.37614
1253.34345,1994.71313
-876.29712,1216.61651
-557.19229,1176.2353
1841.64551,1628.71643
-801.82304,1875.52212
-216.05041,786.57154
1255.82281,2059.87126
-524.4195,1418.60306
-424.78421,947.43051
2022.91961,1877.56523
-1046.8017954378,3487.76719785829
1980.79673,1391.59136
-1037.05228,1850.95458
743.9951,4192.88719
838.30291,3701.83327
-1000.798,1655.91775
193.43551,3470.99994
2172.09245,1939.63315
241.3492,3550.35629
-712.22204,1531.89005
1081.07461,1735.67647
-796.25234,1201.90643
1907.99555,1592.09102
2875.9706,1031.62708
1630.98334,1513.41011
1821.64298,1856.66233
-1058.0220854378,3481.76597785829
2470.41609,1546.83398
-1064.22921,1587.20904
284.26044,4362.04253
-485.49048,1439.70834
128.95983,1037.94825
-973.28878,1301.89423
1533.41297,1327.87628
1680.33015,1360.73383
-958.05307,1502.80072
-696.25377,1485.25572
2046.03094,1955.84231
-838.97449,1272.83911
-978.4414,1732.35639
1031.16329,2102.77837
1587.28911,2052.96715
-1006.4668454378,3521.74780785829
-9.47609,1201.48301
1759.85597,1982.70969
2364.63504,1837.14396
-158.58177,844.79101
647.69742,4570.02387
-891.20607,1546.60533
-575.41804,1952.88778
1330.55185,1541.69453
-560.39737,1189.9441
213.76584,3243.6677
283.27683,4489.21607
-868.56767,1868.7759
1508.9721,1715.37025
820.06676,3149.21413
2555.02436,1620.52807
-60.40444,2044.3991
-83.90174,1316.37235
692.32052,4275.00761
-719.83262,1169.07646
1706.70976,1986.53545
1351.95893,2116.66378
2714.98352,1375.57139
1612.78511,1354.45992
1487.42513,1375.8131
2354.1434,1700.16415
1195.84042,2095.70573
1650.29782,1721.05741
-892.6885,1514.60539
1417.40358,1617.96768
244.50701,3883.79753
-946.18685,1389.74586
768.14428,4295.93164
197.8964,2791.42835
1924.3613,1602.6638
2494.05103,1593.42902
1940.75184,1876.45593
24.03118,1207.82404
787.5915,2748.70015
-120.91847,981.51224
-986.946135437802,3563.47777785829
230.96934,3231.7582
2591.93242,1687.09304
-1011.74221,1855.05848
-830.78872,1828.33498
1170.85697,2092.13122
-552.38429,1981.5896
2139.84937,1641.8813
2895.38478,891.18764
1739.9974,1536.56476
-487.24235,1406.95594
-632.80796,1064.75883
-396.52249,874.17274
1027.71564,2497.21298
-886.81926,1216.2139
186.24388,3815.7094
-290.40567,1845.7207
-713.25948,1071.65439
1882.58218,1980.00856
1859.61513,1667.36037
868.8474,2088.30519
-1161.28843,1619.96979
-503.77765,1059.44327
625.86572,1876.84896
788.42166,3532.64805
-749.5136,1641.64328
1634.1217,1878.20522
1663.13925,1818.79252
-1108.30598,1784.19325
-860.11913,1781.37619
797.81636,3313.38996
-515.21086,1963.09304
1710.43438,2043.49562
1919.87089,1894.18935
-1144.79187,1742.63271
271.96209,3283.97608
1695.2238,1973.99832
1963.22526,2030.60839
201.8889,4243.25465
-976.276515437802,3565.52931785829
1157.22348,1864.56947
1603.85623,1729.1186
-396.70997,1244.98428
80.32225,1055.09146
2360.09622,1797.61192
-1112.96978,1801.37104
-197.58379,786.44871
527.43769,1585.85502
799.42077,3233.82673
-896.8197,1491.36754
2256.74304,1642.34245
1346.30238,1569.45382
1677.27482,1318.32408
1222.40626,2115.10399
1946.32325,1946.11024
2631.63161,1432.36436
1162.47305,1549.69268
-326.36123,813.4459
-980.864565437802,3566.26245785829
795.0792,4213.2822
-79.8014,892.03308
2861.65748,604.49362
-19.93743,872.00692
2076.69716,1444.96545
-1060.37559,1466.0313
-980.35771,1676.3512
465.17403,4373.02983
1647.74249,1576.9749
-600.6061,1014.68757
1347.66337,2120.15333
1374.43219,1330.30727
1282.66674,2083.03335
-745.84338,1217.93259
1670.34366,1870.93076
-856.30686,1773.53939
-5.71855,960.62692
-771.81127,1869.70277
-429.49588,984.46561
1381.18876,1827.88561
-64.45996,2435.9511
1368.2541,1715.88037
2038.66479,1957.99992
1151.77512,1969.23247
1266.6464,2023.68389
725.13468,4280.59062
-698.50293,1477.52667
757.44317,4279.26631
183.12606,3797.73706
2263.11064,1830.68575
2626.77525,1667.99341
2532.34228,1665.49915
2612.44423,1629.86163
1689.85252,1613.55093
-359.13669,1969.89815
2421.98956,1639.56964
2107.57925,1906.13008
1387.90199,1887.21116
1496.32166,2150.27922
1097.715,1511.79604
-698.09163,1448.60214
-1022.20989,1838.35612
816.08369,3158.78038
2874.66015,724.86016
-666.82006,1951.28068
2464.9411,1542.15634
1668.80173,1416.16074
803.56151,4173.46804
206.79662,4191.79416
845.39212,3955.49017
-639.66147,1146.69086
-244.40709,921.71975
845.12175,3508.9544
614.79208,4388.98083
-233.44291,842.95283
1835.99001,1389.73454
-839.78023,1935.27906
-596.27955,1059.85807
-470.13388,936.73895
-88.14441,2403.0398
-467.36325,1183.44022
1761.87462,1742.59027
681.43955,1753.8947
-1110.19501,1639.39936
212.33335,3838.52173
653.58151,4606.64804
1132.63344,2108.23226
1771.42366,2042.22062
-579.68815,1406.4266
-988.58744,1627.67798
-452.00789,895.50522
2545.5318,1492.87781
673.43083,3430.98955
1184.34096,2054.4272
970.50262,2451.51512
1512.71365,1327.2295
-710.09868,1945.17044
-843.96523,1458.36529
2440.2486,1762.16673
178.70691,3693.92591
187.3265,3644.99785
958.49655,2006.72033
-357.28754,1350.56285
-862.60847,1689.38466
2291.00999,1894.81963
1351.77192,2039.7244
638.64868,2065.5068
1881.5163,1937.06469
1858.83032,2025.65322
1945.44781,1929.20194
702.24144,4340.09217
-971.9848,1462.98561
1338.79358,2048.32974
-142.21988,842.26176
653.05093,4586.2922
-1069.14156,1841.70839
1213.1583,1366.54411
956.63146,1648.05617
2464.39209,1780.3103
768.81726,3824.43329
755.33616,3286.25841
830.31729,2075.62133
1424.1401,1517.93051
1238.5562,2087.1362
1757.82987,1748.66939
469.11839,2017.70112
-152.02085,1429.03814
-541.99468,1993.2191
-1007.93823,1346.30948
-69.93705,2118.77086
-832.84423,1692.74263
1456.42352,1642.19584
1274.60665,1908.04832
-631.26734,1686.81139
1112.75458,2075.23668
-715.77497,1513.30739
2378.48555,1789.77623
-1145.87682,1777.63925
-649.33553,1121.91529
803.12136,3285.39903
1833.34598,1336.83857
-791.0319,1162.39055
-489.24447,1951.07559
2289.49277,1871.38761
2620.53814,1599.34063
0.64495,1404.46134
-588.32224,1341.69898
-229.68564,1974.21755
2613.53353,1586.83221
-361.58966,2000.89821
-863.97244,1580.4569
2571.45074,1685.4027
1601.1713,1614.23969
-839.80945,1440.074
-274.2187,1906.4992
2670.95013,1530.23703
1642.82657,1885.82398
-93.21784,2104.68661
2778.1963,320.3504
-428.34676,1981.9502
-972.84902,1352.89195
1271.11703,1613.32607
-633.1274,1539.50776
-791.18697,1155.7496
1534.36307,1338.56133
269.97867,4350.58791
-694.88922,1902.07349
2242.00296,1903.90208
-1176.03538,1577.15028
2839.69705,513.09235
796.7235,3563.43325
-507.67813,1842.52458
-850.31796,1367.73815
1756.75443,1840.07611
-911.09731,1899.2147
1140.15721,2066.74108
-993.44575,1771.14014
-244.30088,891.97481
1617.71564,1828.70449
85.98527,1383.79427
-639.58842,1984.76611
872.26275,1377.45284
-249.19005,1956.52943
-905.95031,1358.62553
-240.44993,795.4661
2049.8637,1592.48988
1243.6501,2194.16791
1750.28484,2036.82262
2229.76996,1878.37789
-1152.57505,1641.74921
1666.40211,1656.29445
-1022.04974,1683.91141
802.8162,2745.56624
-296.81512,1921.79274
-976.8436,1469.8553
-1074.64046,1747.96203
1001.96004,2013.31128
-100.93395,848.03034
1356.69196,1985.91669
1216.81899,2111.97147
2786.74127,1324.05804
-370.69615,1251.78885
1644.46333,2079.91033
2664.79283,1639.55435
-248.70619,1203.65968
-286.74839,890.48743
194.75377,1995.24635
-1027.58439,1739.2785
-646.64155,1963.24886
1286.7182,1608.71218
2322.77718,1531.82267
275.53657,3114.1474
-270.55672,768.43852
-1106.11946,1699.55513
1551.74901,1471.70392
198.80532,3493.34432
2120.09406,1493.14011
-1117.39455,1779.65067
-988.842055437802,3551.39762785829
1635.40359,1815.36458
-747.21188,1182.32111
252.39792,4239.24934
2441.06477,1781.68465
203.53326,2816.40524
747.53491,4159.29145
1961.00689,1595.35503
1143.08939,1932.21272
-712.25401,1060.20162
883.19254,2115.34518
263.4954,4229.27045
1428.50275,1365.75136
-359.04824,1216.39051
1297.79551,1344.6584
189.17358,2688.9333
-611.83348,1270.17473
-689.93058,1086.41251
1992.06513,1428.5224
263.89075,4463.31418
1297.30275,1953.3041
1796.21703,2023.70516
-603.17298,1903.11706
-508.70916,1737.35315
2802.48459,1318.85576
191.59469,2828.93902
240.58239,3117.5078
1754.99358,2045.60986
1652.24986,1436.19806
2193.16194,1905.83026
1550.84204,1483.26349
112.01658,2241.79648
1529.05286,1948.80104
68.15006,2041.59478
-447.20879,1935.11907
1660.30991,1927.52464
1451.81588,1561.20032
1375.7279,2048.51995
-122.82298,880.66263
1466.38101,1697.91726
-438.39072,872.11776
-674.68214,1953.81218
1029.74311,1943.90855
1244.57185,2147.96252
222.51884,1067.42693
1882.34259,1813.53538
2184.6197,1578.64475
2015.99097,1830.35985
1455.56928,1466.21523
2551.10635,1678.7427
-932.96869,1283.9079
-289.70633,1356.05471
797.36697,2694.88568
2029.36777,1372.42421
611.24375,2081.63588
732.96252,2440.67176
-794.28926,1110.00109
2695.97757,1631.77315
1324.17273,1876.4959
-904.14253,1794.27392
1670.70059,1688.65481
-541.04177,1635.1161
-686.39918,1831.45285
-207.28617,1969.86654
190.07322,2827.15133
187.10551,3640.18085
1550.36215,2070.88385
1487.26287,1712.10883
747.60578,2711.53537
-414.01795,901.03067
282.46392,4498.24764
-952.1269,1299.8481
-993.995635437802,3540.08337785829
718.27206,4181.82089
-1082.0613,1745.26551
1754.56679,1600.86492
-865.74584,1863.86798
207.04477,4180.95251
2006.55192,1881.7201
160.76588,2985.89161
-799.11531,1265.61264
1816.89829,1626.8415
-850.02514,1765.47486
-737.64991,1249.21128
-500.39662,1054.28313
-604.32595,1080.08915
-563.26257,1213.95531
1350.91431,1773.46489
-916.92594,1222.18455
1657.78134,1924.03711
2750.41252,1371.53879
-1055.64183,1804.81019
2078.52859,1923.74414
-1074.55302,1701.56335
2015.16666,1452.05283
194.69767,3306.03421
-969.54485,1318.38931
-1041.79004,1396.73658
-369.99198,1667.72826
-28.98993,1164.0339
2528.37932,1757.52199
1535.79719,1696.77271
-1076.32102,1712.1473
-252.2933,1602.03139
-525.00558,1841.48961
-932.59901,1725.35998
1737.93661,1532.3025
-187.78279,1212.88712
669.04323,4364.77129
2012.28848,1994.08146
-566.4135,1540.86206
1629.99321,1775.23535
-294.44511,966.29816
-648.84798,1813.78559
836.60873,3406.64556
-457.53916,1991.04828
-968.8548,1875.06481
1289.16632,2063.40402
857.34408,2019.66263
1343.64518,1404.56602
2030.48642,1692.34753
1271.38597,2047.5128
2504.01401,1792.62397
-253.10824,766.57286
-804.8448,1894.72218
1700.60718,1797.43646
1589.03137,1787.66108
1497.27726,1526.50935
1341.26637,1770.34936
146.00232,1707.55972
1801.02965,1907.07691
-401.61233,1410.54426
-59.98309,1545.81308
2152.58124,1595.38831
2721.57418,1542.9127
-388.48777,1912.91043
1144.72618,2106.49818
-1125.30169,1755.80836
-262.44381,1971.14018
-984.63711,1296.82001
1608.62538,1716.93605
1749.56795,1774.55888
-682.1535,1867.81476
-870.57686,1699.8999
615.47561,4401.41069
-239.38062,923.89639
2523.22507,1724.31369
786.76785,3322.87898
-532.20092,998.49493
1247.10226,1360.5811
1525.99523,1976.08908
1450.10536,2092.93238
-656.64098,1682.1893
1099.43289,2068.17925
1739.63219,1474.34348
1178.43997,2096.65194
1678.67484,1813.50088
984.39422,17.9342800000004
1652.26424,1966.3383
-906.90898,1283.80461
188.51483,3474.20017
-732.12099,1948.83989
916.25563,2105.25823
1669.05371,1903.32102
2847.06901,553.72871
-744.16157,1085.00574
1940.50129,1955.11766
2669.30565,1554.90064
2542.72988,1659.22553
-713.32093,1090.43344
2594.93422,1681.88614
-726.12655,1649.67658
-728.75389,1078.13036
1202.09196,2064.20878
-393.85499,2033.89415
