spring1,spring2
2729.93615,1631.36947
1885.92465,1879.86649
-1059.4668654378,3483.10551785829
86.91491,964.88687
-376.34345,2146.92472
-558.30782,1061.51987
-554.72711,1719.05629
-456.65083,889.76314
-694.30996,1272.26282
1850.44332,2060.14129
810.35258,3039.32186
1013.21382,2513.97292
1187.81048,2101.62133
-330.3384,1070.66285
268.09516,4483.0288
-233.61653,1176.43969
794.64319,3067.08509
-642.91652,1819.98243
823.02136,3479.97727
-933.0469,1212.66361
1501.57098,1597.80878
1480.17809,1902.37245
-467.97288,954.36701
819.41325,3348.70249
-132.27696,2089.18319
-1121.96872,1659.88707
1575.59347,1322.67853
62.31591,1561.69071
-424.68292,1213.74181
-644.04487,1943.24776
44.96896,1067.99445
-327.43353,965.79442
-68.4478,855.69375
1494.71112,1544.43662
1282.59851,1498.76652
1469.07533,1348.65311
726.65885,4311.74905
864.71355,4005.64935
-537.13689,1463.87838
813.02572,4204.80567
-259.21609,1979.10922
980.79809,17.58637
774.06567,2841.17119
-641.82005,1059.21635
-204.79727,2180.31746
1579.82398,1866.6129
-989.589195437802,3562.48529785829
135.96435,1048.63453
1894.55818,1381.57293
-402.24401,1972.38206
-1024.6463854378,3494.35565785829
748.99181,3755.22176
-1092.89917,1465.6407
-201.28243,801.55585
108.06644,2821.00991
695.29881,4121.34507
378.98681,3093.1583
2754.50666,1438.33785
1590.50951,2089.18752
1202.71185,2300.4389
1456.15336,2097.63704
-506.88741,1778.10589
-137.99734,2315.41999
-996.08773,1637.83703
2094.71982,1854.79125
-424.33262,1668.73505
957.19641,2053.83328
-340.13566,2004.01789
1132.77066,1484.45113
650.51281,4595.44805
-426.17115,1760.64912
255.97465,4449.84073
186.44294,4012.00695
202.36585,4040.24807
2443.83733,1564.07562
1666.69381,1880.62812
179.93483,3876.90872
1682.43173,1699.36979
-895.08704,1261.19248
21.28723,904.13273
258.6619,3195.47759
-475.00414,991.28156
829.13261,3241.82878
-655.80211,1853.38228
1521.36438,2081.0417
29.48118,1165.27568
-145.72866,1403.25689
-1025.4828,1310.60186
1066.10042,2408.10946
-390.79292,1766.44654
-1100.20967,1454.52013
-581.52998,1706.81121
-197.2451,934.53913
811.85336,3195.55065
1844.68985,2008.95318
1580.34385,1335.16023
-733.06761,1334.12313
31.20821,1170.89784
647.3191,4460.38668
2846.54651,1154.95378
2878.66112,678.79538
-402.1777,1075.12665
-88.4157,1975.93049
2070.5998,1934.77941
1024.39528,2411.54137
1687.30253,1392.22124
-1093.19384,1699.20895
708.69706,4247.40705
-697.33068,1899.47384
-1007.88349,1424.75309
-821.59258,1830.05337
1385.54031,1748.24741
2472.42607,1792.90467
-1085.22298,1586.58477
54.52726,1421.05288
-1084.65614,1665.24257
-808.91925,1914.97589
684.13712,3446.43025
487.77788,1731.44274
1483.41319,1924.31571
-460.76086,1440.86587
171.34393,2550.69684
1685.29114,1735.02867
290.24807,4472.74331
-1054.86996,1615.28449
-518.25447,1969.17292
1095.11011,1724.56921
1625.78632,1853.44483
2164.60037,1898.65802
-455.49294,1009.07069
731.38364,4302.15906
837.46787,3551.53387
1252.32984,1895.2401
954.04557,1778.13114
-802.67196,1193.48904
2031.46599,1499.53817
831.05225,3424.73333
1082.4719,1662.21229
1704.7024,1700.77716
2038.57318,1451.12831
2844.59303,517.99393
238.74233,4031.65669
-381.72962,921.98071
1538.36402,1315.54785
-247.67847,1250.02693
2403.98922,1784.68025
-753.1121,1176.3172
1489.59875,2093.08707
822.14123,3391.39709
2867.0626,1043.79417
-236.81106,1988.30485
-225.19819,2296.85818
671.2781,4492.02393
2115.522,1924.62434
2524.44803,1583.77279
1617.16926,1693.18592
1840.4715,2012.77673
-1091.17808,1645.40446
1595.53577,2012.47531
1894.50323,1351.89402
1706.9076,1748.15108
906.65485,2161.13187
1644.58858,1522.85722
463.29497,2752.5256
637.07182,4501.08294
-1067.36512,1793.8814
-875.09031,1883.5606
-449.92234,1399.39926
1027.21126,2092.45588
-23.13052,1374.83444
-949.43331,1299.49686
1675.2759,1380.90615
2149.38261,1770.28536
-429.05664,978.95275
2642.28731,1560.17441
2880.27964,877.90593
-470.28147,1374.08152
-539.35625,1297.1977
1673.37138,1909.91145
-599.6793,2029.76288
799.09461,3872.79387
-1028.90962,1472.12063
704.96485,3826.32095
831.9077,2433.40617
2707.43543,1617.10713
2369.2829,1836.92652
206.85329,3905.14281
2280.69591,1664.08143
1128.18822,1513.59076
659.5839,4409.63569
-1024.81118,1680.5006
-307.72256,944.7656
243.1979,4410.04239
-422.11549,2027.27476
1601.54602,2061.03113
883.31094,3768.42998
-623.22265,1442.11803
-579.13448,1973.2005
2081.99015,1487.87018
-675.84791,1208.77443
177.99425,3616.92746
-611.52598,1114.43244
2705.82771,1459.77903
1454.83976,2008.44079
1636.94678,1750.82183
1470.67397,1852.24454
178.43604,1036.75821
1710.08377,1537.88031
-355.82369,787.81871
1464.80986,2035.24872
838.22369,3654.65408
1654.37476,1805.31397
-319.95248,1375.39225
-938.41422,1536.5708
-750.82859,1430.14518
506.90282,1383.86079
-701.16845,1746.34226
1671.71327,1995.54007
2810.70814,1287.63865
855.66792,4045.1046
-1045.28739,1840.93093
816.6768,2781.07093
-630.45149,1383.78968
1984.57287,1554.14058
2189.58937,1464.67809
2849.62725,1142.94855
818.42374,3432.726
2014.00944,1947.94782
869.70718,3739.52261
1698.92624,1489.28461
-402.94312,1444.69293
828.04131,3431.01988
2777.45398,314.00793
2328.04184,1428.98413
-694.4436,1330.86849
1621.9277,1513.15326
-578.85006,1041.84131
883.75109,3762.02184
-1058.72069,1626.50169
-1125.76642,1614.84376
2300.21676,1767.88573
-1167.22965,1772.268
2606.8863,1686.42004
209.61925,3162.948
851.9432,3722.19228
-653.45007,1904.58106
-1074.32458,1734.75077
2141.67833,1921.94415
-764.35262,1486.24675
2776.12503,305.55428
2688.27984,1536.56699
-767.37743,1934.13893
-186.23386,1637.63103
445.56675,3191.55742
-312.33682,795.89194
-428.68939,1041.90545
2800.349,392.20832
-665.20475,1801.46992
1555.32667,2061.59319
765.83393,2746.74215
559.35385,4228.99162
1689.49889,1590.23825
1413.11782,2177.19126
-133.54228,902.78215
2785.67543,319.29486
-716.70124,1948.07686
197.62474,4212.1556
2355.30143,1433.19614
-1067.75693,1779.59734
1485.59855,1822.57864
-1039.68932,1717.14012
-211.00744,840.59711
296.73509,4506.28742
197.83199,3247.45191
724.90974,3925.27578
807.548,2128.31225
-683.67494,1397.11802
1534.38169,2037.32399
819.44409,2134.26508
2355.70904,1482.16381
2473.10793,1739.39161
196.99534,3556.61123
2289.75268,1608.26453
2590.1489,1686.9144
1783.51911,1394.95928
-271.53897,1122.24247
-1096.10219,1590.90897
-337.157,1004.2725
1801.46738,1737.58929
1730.00437,1700.71341
-604.02699,998.63325
2788.09174,1453.59624
-537.33207,1048.94735
1785.44811,1926.11065
-171.59771,900.50807
7.31015,980.30162
2490.61741,1758.13593
-678.53084,1901.54533
148.59156,1023.40051
2841.96456,509.81643
768.77588,4253.82892
-496.2011,1441.7979
-1154.03414,1683.51757
-1005.83001,1770.10954
1252.52697,2195.62758
2678.8703,1537.67921
-92.73119,863.26128
1263.17665,2087.97005
-807.77064,1224.33907
-735.0824,1341.12086
1800.40353,1628.84124
1714.84122,1984.23311
-175.6541,2052.7866
-192.75554,2031.40606
1932.50338,1987.16327
-615.50824,1924.09038
222.75211,3813.90612
1681.60371,1675.88785
230.06687,1114.94164
105.07562,1021.02325
1863.75555,1423.81409
2214.31846,1505.46102
826.45904,2415.38602
-899.82276,1429.94595
-913.95941,1453.41286
-424.17371,1332.66519
-710.96144,1863.93044
-1078.86396,1792.95062
1687.62316,2102.09263
-639.52359,1494.7329
-952.04647,1650.09956
1671.85839,1779.68946
2074.20015,1485.42608
-533.33141,1115.80365
2381.57663,1676.43255
-1060.64459,1684.33741
1209.46704,1941.90236
-1132.66956,1785.77937
2885.97546,992.57928
-800.71413,1209.66321
1461.93402,2049.42591
-1137.14337,1796.45789
-1084.05771,1745.18793
1311.82482,1429.79182
1339.74621,1878.46033
-697.02725,1340.66484
-932.74801,1717.09875
2762.32317,1440.05275
1495.70381,1639.69852
1451.99362,1566.19053
1828.43809,1850.81253
-749.74599,1656.77522
-1045.6966,1788.07048
2780.44177,314.56631
-708.47914,1941.82269
-903.51772,1853.07709
-1138.49732,1498.4191
-319.95648,783.27692
-958.63987,1303.7274
1565.692,1941.74997
2270.71522,1712.96506
2246.0252,1915.92188
-1087.98557,1555.93695
-369.67792,1658.16825
-988.47468,1342.71584
220.42116,3561.35009
195.36547,3500.32982
-773.25347,1917.53472
-299.76792,1546.45316
-563.52254,1571.60304
102.29233,1444.02779
826.0818,2467.36077
2258.6212,1599.50675
2142.47386,1891.45932
1979.39327,1669.07951
-888.88716,1211.59551
1602.619,1858.84645
456.02639,4365.58209
-599.11976,1814.24762
-642.1656,1863.81212
2370.83471,1455.73103
-495.99832,1323.84469
2508.51576,1693.11532
326.70086,4512.58271
1422.99518,2054.35708
217.24229,3161.95562
1799.18076,1718.29694
657.15137,4404.27436
-962.97763,1348.98712
-703.64661,1438.17428
197.10171,3148.80459
351.10388,1151.65879
-979.78065,1361.10265
9.184,2463.17348
385.06658,1577.27414
1361.9487,1702.72784
-1044.93314,1328.77982
2173.0124,1778.66929
-977.165085437802,3568.77873785829
2889.64793,891.00936
-705.10495,1153.98092
1100.85058,1732.00396
1711.86115,1771.85979
1471.45143,1984.81134
2873.35231,873.04375
1302.23132,1873.17094
2245.4608,1910.66418
-799.6435,1858.48295
1403.84475,2071.56385
1576.84301,1960.36067
-1054.24604,1826.4124
-559.64171,1871.39366
2160.95933,1563.91596
-975.80953,1703.50455
150.37414,2943.6211
193.7758,3985.86657
-342.39312,1836.41474
-723.95507,1920.30901
1627.66838,1728.31862
730.55937,3758.55054
-400.86435,976.49781
1405.13414,1838.32079
-709.15234,1374.87467
2867.24853,636.89545
1307.30172,2121.37455
-758.71575,1233.97348
1895.37052,1974.80925
-25.07119,1192.46974
165.04375,1095.47465
1206.27287,2108.49823
-761.31536,1155.50373
2788.03775,335.55725
2769.16567,1348.22481
-1177.87396,1695.47994
300.04696,3996.50819
-796.37702,1801.67177
841.773,3466.40249
1789.11631,2019.05006
2875.80051,802.92232
766.26525,2984.54287
-1081.20681,1689.15144
2723.7586,1585.30252
-836.01635,1223.01205
2656.66577,1639.54458
-441.64917,1960.50963
-263.91758,1323.66969
178.88446,2742.40702
-491.58889,1389.27153
1865.14169,1955.42189
1051.82956,2106.07781
-432.17255,1263.03321
1722.50246,1994.59326
-1003.80119,1841.36966
-311.77857,965.61018
837.65797,3516.0716
-709.16813,1945.23344
-1183.58199,1597.99175
2848.70557,499.61854
1857.504,2029.78267
45.75776,2332.08391
-656.28134,1210.68981
262.96504,4023.64141
1799.55775,1326.96163
-89.97236,1016.27757
-271.91162,2033.10908
1746.02025,2042.5899
1945.5046,1983.64408
1181.05801,2053.5375
-102.04764,1972.15417
1792.09439,1972.22524
2741.35111,1626.47599
-672.44299,1070.72382
539.987,1716.76835
2533.21407,1711.60676
1808.28387,1352.37426
1988.76517,1687.85613
1397.84563,1333.49935
2685.20007,1636.12409
1285.33294,1360.9509
1377.88654,1788.6771
-384.4407,1104.27771
1528.05096,1702.37075
474.53922,2938.68523
258.58308,1233.35652
-1124.67432,1497.28771
-998.98384,1592.68531
-1064.8511354378,3479.35563785829
2467.19324,1793.2357
1379.71278,1786.09063
2834.37122,1164.07903
1259.56216,1527.9067
-408.58537,834.5135
1060.63116,2380.43284
1721.88304,1473.78328
2543.33415,1705.94563
-298.5689,780.73702
-444.99711,1994.31855
1356.48408,2087.27475
1713.61524,1313.13187
1539.42364,1435.4936
-990.84355,1784.38322
1599.01135,1690.12033
2568.16131,1703.29549
-24.01228,1234.01897
-859.16638,1346.65731
-309.68731,1275.17453
2294.20458,1662.94421
-250.60714,1997.47875
2832.35734,1245.22189
-466.49802,1974.16809
1675.92223,1680.64221
816.48286,3258.17796
-1075.38045,1671.04985
-634.33807,1617.99639
337.68258,4499.54617
827.44339,3299.15514
1783.78755,1961.62731
-14.44384,1953.97436
1635.07512,2082.11883
2770.08826,1588.37039
871.70859,3980.81307
25.29294,1023.34362
2862.5731,1072.67613
829.2632,2012.69498
2353.08591,1685.7203
-1003.4611954378,3510.13639785829
837.50978,3718.06863
815.04026,2044.28121
1575.87307,1780.38294
-230.74286,1846.32608
1205.35675,1374.78649
-242.28832,953.10244
1533.11166,1629.45502
2366.30421,1532.75477
1713.88697,2014.34585
380.56315,1511.51949
-1015.3081954378,3505.05232785829
179.89083,3147.65419
2408.13848,1490.77513
647.42028,3490.07392
-796.36807,1443.54225
2468.22111,1516.20555
-59.15184,903.16858
-1083.72362,1626.00925
1546.66633,2010.54043
2274.97948,1903.39981
-943.41005,1305.38731
825.50022,4169.75708
847.02325,2993.20004
716.79209,4324.50204
343.90649,4506.14331
354.17904,4447.6778
1669.89027,1366.9606
-663.13973,1077.72858
2707.15209,1641.98625
-701.87979,1174.85079
1641.08544,1528.84406
182.53644,3619.15755
2521.6342,1671.78146
1471.10164,1776.03785
1025.47464,2040.58471
1268.58299,2086.72327
-979.192955437802,3566.85455785829
2602.75745,1572.30899
-1138.24996,1706.07445
-374.69353,799.45991
2827.31922,452.3345
-1005.4755254378,3545.99256785829
